3.0352,2.1359,2.7224,2.6442,1.9697,2.6197
2.8837,2.1554,2.7664,2.3803,2.5367,2.1212
3.0254,2.4242,2.5611,2.4829,2.3167,2.3705
3.0059,2.2434,2.9765,2.3998,2.0186,2.1603
3.1672,2.3998,2.7126,2.4585,2.4047,2.1457
3.0841,1.9453,2.4585,2.4194,2.2532,2.1945
3.1525,2.3607,2.5904,2.7468,2.2874,2.2141
2.9619,2.825,2.7615,2.7761,2.3509,2.2336
3.3627,2.1896,2.9717,2.8592,2.1652,2.2825
3.0059,2.3069,2.737,2.6588,2.1554,2.2287
3.0108,2.1701,2.6344,2.5464,2.5367,2.1408
3.1281,2.8299,2.825,2.4145,2.3118,2.3363
3.1965,2.3949,2.7224,2.3509,2.0626,2.2678
3.0841,2.0088,2.9277,2.5122,2.1408,2.1554
2.9472,2.0186,2.7713,2.566,2.6491,1.9844
2.7664,2.6735,3.1623,2.8348,2.6149,2.2874
3.0401,2.1261,2.7713,2.5367,2.219,2.2825
2.869,2.6393,2.6295,2.7273,2.5562,2.4389
3.2014,3.0694,2.7664,2.6931,1.9208,2.1799
3.6022,2.8983,2.4829,2.7322,2.6393,1.8328
3.2747,2.5611,2.4242,2.522,2.2581,1.8866
3.6119,2.7517,2.654,2.9521,2.2287,2.2434
3.1085,2.2141,3.0694,2.7077,2.6588,2.2336
3.0694,2.2874,2.8055,2.5513,2.4438,1.8817
3.1085,2.0528,2.6442,2.6491,2.1603,2.263
3.2747,2.175,2.7664,2.6197,2.5562,2.3754
3.0938,2.4585,2.5269,2.4829,2.0235,2.1457
3.1818,1.9501,2.6833,2.6442,2.3021,2.1505
3.6608,2.39,2.7028,2.6149,2.0772,2.2287
3.0352,2.2532,2.8592,2.8837,2.4487,2.175
3.1036,2.2239,2.654,2.566,2.2141,1.9453
3.1329,2.1212,2.6295,2.6393,2.2385,2.2239
3.1329,2.6491,2.9863,2.4389,2.346,1.9746
3.1085,2.175,2.6686,2.9179,2.1359,1.9013
3.0987,2.8397,3.0156,2.5269,2.0919,2.0919
3.0792,3.0694,2.8299,2.781,2.3069,2.3509
3.0792,2.4291,2.7028,2.8055,2.3118,2.4585
3.0352,2.7077,2.6686,2.9179,2.3021,2.1701
3.0401,2.4242,2.7322,2.6393,2.4438,2.1114
3.0352,2.1994,2.957,2.7566,2.4878,2.2483
3.045,2.131,3.089,2.5562,1.9844,2.4585
2.7859,2.0039,2.5415,2.8446,2.6442,2.2043
3.1623,2.0283,2.9228,2.5513,2.3118,1.9306
3.3675,2.8006,2.781,2.5367,2.1065,2.0528
3.3333,3.0108,2.5709,2.5415,2.4536,2.2141
3.348,3.0645,2.5269,2.4829,2.175,2.5855
2.9717,2.7566,2.6784,2.5855,2.1848,2.0772
2.9765,2.5415,2.6344,2.6833,2.0088,2.3803
3.1378,2.2581,2.6393,2.5904,2.3021,2.1114
3.2014,2.1457,2.6051,2.5513,2.7077,2.1848
3.0694,2.6393,2.9423,2.6197,2.1261,2.2336
3.0254,2.0772,2.9032,2.6149,2.5171,2.7077
3.1965,2.7273,2.7224,2.8739,2.0821,2.3509
3.6266,2.825,3.348,2.8935,2.7175,2.8543
3.7048,2.9619,3.2747,2.737,2.3705,2.6246
3.5386,2.5269,2.8152,2.6979,2.6735,2.9032
3.6999,2.781,3.0254,2.7224,2.7664,2.6344
3.2796,2.781,2.8152,2.6246,2.5562,2.5953
3.6168,2.6491,3.216,2.8348,2.6588,2.1945
3.2502,2.3803,2.9765,2.7713,2.4536,2.3167
3.2845,2.7664,2.9472,2.8495,2.6882,2.3998
3.5777,2.1945,3.2551,2.7419,2.5464,2.3558
3.3333,3.0938,2.781,2.7419,2.5855,2.2581
3.4653,2.7126,2.9228,2.6246,2.2287,2.4927
3.6901,2.5855,2.9521,2.7468,2.3412,2.346
2.9863,2.39,3.1525,2.7957,2.263,2.3754
3.6266,2.5367,2.9717,2.5904,2.4194,2.3118
3.3187,2.4927,3.0987,2.6002,2.1701,2.781
3.2258,2.8788,3.2747,2.8397,2.737,2.8397
3.8856,2.9081,3.3822,2.9668,2.8788,2.737
3.6706,3.0547,3.3724,2.7468,2.825,2.7273
3.6755,3.216,3.3627,2.9814,2.8543,2.6637
3.6657,3.1525,3.172,2.9179,2.9619,2.8641
3.8172,3.3236,3.4066,2.9765,2.6833,2.7859
3.8319,3.1574,3.2014,2.8788,2.8006,2.7664
3.7243,3.2551,3.2356,2.9912,2.8104,2.7615
3.651,3.2502,3.304,2.8543,2.7273,2.566
3.5386,3.2991,3.2014,2.9814,2.8935,2.8935
3.7634,3.2991,3.2258,2.8299,2.7908,2.8592
3.871,3.348,3.4164,2.8983,3.0059,2.6735
3.6413,3.3333,3.2991,2.9814,2.9228,2.7859
3.695,3.1769,3.3089,2.9619,2.8788,2.8348
3.6755,3.0792,3.2454,2.9912,2.8592,2.8397
3.6999,3.2063,3.3089,2.9863,2.6931,2.7566
3.5777,2.8739,3.3773,2.9326,2.913,2.7126
3.6217,3.1867,3.2502,2.9326,2.5953,2.8495
3.651,3.001,3.2845,2.9668,2.7566,2.6344
3.5875,3.2209,3.2307,2.7713,2.6784,2.6491
3.6706,2.913,3.3382,2.8983,2.9179,2.7859
3.7488,3.0254,3.3382,2.9863,2.5709,2.61
3.4751,3.1378,3.0352,3.0156,2.8935,2.7224
3.6119,2.9717,3.348,3.0156,2.8788,2.7957
3.7292,3.2014,3.3284,2.9423,2.8739,2.8104
3.3871,2.9277,3.2747,2.869,2.8446,2.5513
3.6022,2.9717,3.0645,2.825,2.8201,2.8739
3.5582,3.1183,3.2845,3.0205,2.5709,2.8446
3.5044,2.9814,3.1085,2.9326,2.8201,2.7126
3.6364,3.1476,3.3284,2.8641,2.7419,2.7322
3.6217,3.045,3.1867,2.9863,2.7419,2.5562
3.6901,2.8104,3.3187,2.8543,2.8104,2.6002
3.827,2.654,2.9521,2.781,2.6931,2.5122
3.7977,2.7664,2.9961,2.8739,2.8935,2.6882
3.4409,3.1281,3.2942,2.957,2.5709,2.6833
3.4164,3.1183,2.9814,2.825,2.8837,2.61
3.5386,2.8886,3.0108,2.9228,2.7028,2.8886
3.5191,3.2063,3.1623,2.7175,2.654,2.5953
3.5533,2.7761,3.0547,2.9081,2.522,2.6882
3.392,2.9521,3.2307,2.8592,2.825,2.4927
3.4066,3.2307,3.1036,3.0205,2.5953,2.8201
3.2649,3.0938,3.3382,2.7957,2.4878,2.6442
3.5533,2.6588,3.1623,2.9961,2.9228,2.8446
3.3969,2.9961,3.2747,2.7957,2.5953,2.4976
3.4506,3.1085,3.0499,2.8006,2.6442,2.8495
3.4848,2.825,3.0645,2.9961,2.4389,2.4633
3.5728,3.1867,3.2209,2.8592,2.7224,2.5953
3.6168,2.781,3.0499,2.9228,2.5758,2.7859
3.4995,3.0205,3.2307,2.8788,2.6051,2.7028
3.6559,2.7713,3.2845,2.8983,2.8495,2.5073
3.7341,2.8055,3.3871,2.9521,2.6491,2.5464
3.651,3.1476,2.9961,2.7908,2.6051,2.5855
3.4555,2.7713,3.0645,2.9863,2.8543,2.5758
3.6755,3.1134,3.1476,2.9277,2.7761,2.7566
3.5288,3.0205,3.2258,2.9717,2.913,2.4487
3.6119,2.7175,3.0499,2.9521,2.8348,2.6246
3.5044,2.9081,3.0352,2.9765,2.7028,2.6735
3.4653,3.2551,3.1818,2.7517,2.8299,2.7077
3.6168,2.825,3.1378,2.8152,2.6833,2.8152
3.5973,3.3284,3.2111,2.9619,2.8739,2.8592
3.5582,2.9179,3.1525,2.8348,2.7664,2.6002
3.4555,3.001,3.4066,2.9472,2.5953,2.5122
3.6168,3.0547,2.9228,2.781,2.6686,2.6246
3.5777,2.913,3.0401,2.7175,2.5758,2.5806
3.6119,3.1916,3.3138,2.9374,2.6637,2.5318
3.5239,2.9619,3.2796,2.8201,2.8641,2.8152
3.48,3.1427,3.172,2.869,2.8641,2.5318
3.7781,2.8299,3.3382,3.0059,2.9032,2.8543
3.8172,2.9863,3.2991,2.8935,2.7419,2.7859
3.5386,2.7615,2.9228,2.9472,2.6931,2.7175
3.48,2.9814,3.1525,2.7664,2.8592,2.5415
3.8123,3.1036,3.1916,2.9521,2.5758,2.5269
3.5337,2.8006,3.2649,2.9619,2.6979,2.7664
3.6217,2.7664,3.3138,2.8152,2.7224,2.7028
3.6559,3.1427,3.1916,2.9961,2.6784,2.7566
3.3773,2.9765,3.1916,2.7957,2.4585,2.7566
3.5191,2.5904,3.3187,2.8739,2.6051,2.5464
3.2845,2.8641,2.9814,2.7908,2.9961,2.7517
3.7097,2.7419,3.0645,2.9961,2.6344,2.522
3.2014,3.1623,3.2698,2.8348,2.6051,2.8152
3.7732,3.2405,3.2551,2.781,2.825,2.6686
3.6804,3.2454,3.2307,2.8739,2.5709,2.6197
3.5533,2.8299,3.0303,2.9521,2.7468,2.8201
3.5239,2.7419,3.26,2.7713,2.7957,2.7566
3.4115,2.8446,3.0059,2.8837,2.6295,2.6979
3.7586,2.6197,3.0645,2.869,2.7273,2.5855
3.4262,2.7028,3.2405,2.7468,2.913,2.5024
3.5239,2.9472,2.9863,2.9521,2.7273,2.4682
3.48,2.7419,3.1378,2.781,2.6931,2.4389
3.6119,2.781,2.957,2.8886,2.6246,2.5806
3.8563,2.9668,3.3333,2.913,2.9081,2.5318
3.7586,3.0205,3.2796,2.7713,2.6833,2.869
3.5435,2.7957,3.2405,2.9277,2.6393,2.5464
3.5728,3.0645,3.2991,2.8055,2.8886,2.825
3.4653,2.9912,3.2747,2.8837,2.7761,2.5611
3.6706,2.7077,3.2454,2.7761,2.6931,2.7077
3.4946,2.8104,3.1378,2.8348,2.4976,2.5855
3.8368,3.1232,3.0743,2.8104,2.7224,2.5709
3.4018,3.0254,3.1134,2.9423,2.6979,2.8495
3.4604,3.0156,3.1378,2.9472,2.6295,2.8006
3.6168,2.6784,3.2698,2.825,2.5611,2.6149
3.3675,3.0596,3.4164,2.7664,2.7761,2.4536
3.6901,2.9277,3.0059,2.7908,2.5513,2.5464
3.8416,3.2551,3.0841,2.9814,2.6588,2.654
3.3969,3.1085,3.2796,2.9228,2.7468,2.7664
3.5679,2.7859,3.1623,2.957,2.7761,2.8592
3.3187,3.0401,3.3969,3.0352,2.8495,2.8152
3.6364,2.7126,3.3675,2.9668,2.4878,2.7517
3.8074,2.7517,3.1525,2.869,2.5904,2.7077
3.26,2.6295,3.2307,2.9717,2.8006,2.7517
3.8661,2.781,3.045,2.8837,2.8837,2.5806
3.7341,3.1183,3.1232,2.8935,2.7175,2.5709
3.739,2.9228,3.2796,2.9912,2.5513,2.6931
3.7977,2.9179,3.3578,2.8201,2.8739,2.478
3.6364,3.0059,3.1769,2.7713,2.5855,2.6784
3.4751,2.6442,3.1574,2.8543,2.8446,2.4291
3.3431,2.8886,3.0596,2.9619,2.7566,2.4878
3.5435,3.1134,3.3871,2.8446,2.8739,2.4829
3.4995,3.1916,3.3529,2.9863,2.7419,2.4536
3.5973,3.2111,2.9814,3.0108,2.7713,2.6393
3.5533,2.7713,2.9326,2.8983,2.5415,2.7664
3.3822,2.8201,3.1232,2.9326,2.8055,2.5171
3.4409,3.089,3.2502,3.0303,2.6931,2.7957
3.3382,3.0792,3.1476,2.8788,2.8104,2.6979
3.5093,3.0352,3.2209,2.7615,2.5318,2.522
3.4751,3.26,2.9668,2.7566,2.6931,2.4096
3.5386,2.9765,3.2454,2.8055,2.5318,2.5415
3.436,2.8935,3.0792,2.8886,2.7175,2.6735
3.4311,2.9326,3.2111,2.8935,2.8104,2.737
3.7537,3.0303,3.0059,2.9765,2.8886,2.4389
3.651,2.9179,3.3138,2.9521,2.6246,2.5513
3.8123,3.0156,3.3284,2.9863,2.8788,2.8495
3.7146,2.9472,3.4409,2.8495,2.3949,2.8886
3.607,2.8006,3.3627,2.737,2.5855,2.654
3.695,2.9228,3.0303,2.7859,2.8104,2.6149
3.4946,3.26,3.089,2.9228,2.9961,2.7077
3.4995,2.5024,3.089,2.7664,2.566,2.5709
3.4115,2.6686,3.2893,3.0303,2.3558,2.6051
3.8172,2.8495,3.045,2.9326,2.5171,2.3949
3.7243,2.8935,3.0401,2.7126,2.6686,2.6197
3.4897,3.0401,3.0987,2.7126,2.7273,2.7908
3.4213,2.9277,2.8788,2.9228,2.913,2.5269
3.4115,2.9863,3.4213,3.0401,2.9374,2.8886
3.9198,3.172,3.4115,3.0059,2.781,2.9179
3.9198,3.3675,3.4018,3.045,2.7419,2.6393
3.6559,3.4311,3.4213,2.9521,2.7957,2.7322
3.8123,3.3822,3.2649,2.9619,3.0352,2.7859
3.6559,3.0303,3.4115,3.0205,2.9472,2.737
3.8612,3.304,3.4995,3.0401,3.0205,2.7224
3.915,3.3382,3.4506,3.0156,2.957,2.8299
3.8416,3.1427,3.3187,2.8983,2.7761,2.8495
3.915,3.3431,3.3871,2.9619,2.8201,2.9912
3.915,3.3822,3.3138,3.1134,3.0303,2.8837
3.7928,3.348,3.4018,3.1036,2.9374,2.8055
3.9101,3.2405,3.3627,3.001,2.9765,2.9619
3.6901,3.4115,3.2845,3.0303,2.9668,2.7859
3.783,3.0743,3.3236,3.001,2.9423,2.9765
3.6999,3.2893,3.4115,3.0694,2.9717,2.7419
3.915,3.2698,3.2258,2.9961,2.8837,2.7322
3.7488,3.2454,3.2796,2.9912,2.913,2.8788
3.7879,3.1818,3.1183,3.0596,2.8299,2.781
3.7243,3.3284,3.3382,3.0499,3.0156,2.7615
3.8563,2.9521,3.4018,3.0547,3.0401,2.9472
3.7097,3.1672,3.3529,3.0694,2.7713,2.8641
3.5973,3.3529,3.2942,3.0938,2.8152,2.9374
3.8416,3.0987,3.4262,3.0352,3.0401,2.8397
3.6119,2.9277,3.3675,3.0694,2.913,2.8935
3.7586,3.2258,3.4213,3.0694,2.9765,2.6735
3.6266,3.3675,3.3969,2.9228,2.8104,2.7175
3.8074,3.0352,3.4897,2.9863,2.7615,2.6931
3.8074,3.0499,3.2258,3.0645,2.8983,2.8592
3.7439,3.1525,3.1329,3.0547,2.8495,2.7761
